Latitude (decimal degrees):	52.546
Longitude (decimal degrees):	11.399
Elevation (m):	41
Radiation database:	PVGIS-SARAH2


Slope: 10 deg. 
Azimuth: -81 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200301:1911,0.0,0.0,0.0,6.34,2.62,0.0
20200301:2011,0.0,0.0,0.0,6.19,2.55,0.0
20200301:2111,0.0,0.0,0.0,5.71,2.55,0.0
20200301:2211,0.0,0.0,0.0,5.48,2.34,0.0
20200301:2311,0.0,0.0,0.0,5.24,2.14,0.0
20200302:0011,0.0,0.0,0.0,4.96,2.07,0.0
20200302:0111,0.0,0.0,0.0,4.69,2.0,0.0
20200302:0211,0.0,0.0,0.0,4.69,1.79,0.0
20200302:0311,0.0,0.0,0.0,4.87,1.45,0.0
20200302:0411,0.0,0.0,0.0,5.03,0.83,0.0
20200302:0511,0.0,0.0,0.0,5.14,2.07,0.0
20200302:0611,0.0,0.0,0.0,4.78,3.31,0.0
20200302:0711,60030.0,86.09,9.46,4.51,2.69,0.0
20200302:0811,331020.0,395.38,17.21,4.99,3.79,0.0
20200302:0911,418240.0,490.12,23.6,5.78,4.28,0.0
20200302:1011,312840.0,370.63,28.08,6.63,3.45,0.0
20200302:1111,448600.0,534.24,30.15,7.75,2.69,0.0
20200302:1211,394100.0,477.4,29.52,8.6,2.07,0.0
20200302:1311,312830.0,392.17,26.29,8.93,2.0,0.0
20200302:1411,186450.0,260.76,20.86,9.19,2.41,0.0
20200302:1511,55660.0,114.73,13.78,9.12,2.9,0.0
20200302:1611,19700.0,36.57,5.59,8.44,2.69,0.0
20200302:1711,0.0,0.0,0.0,7.36,2.76,0.0
20200302:1811,0.0,0.0,0.0,6.59,2.69,0.0
20200302:1911,0.0,0.0,0.0,6.17,2.76,0.0
20200302:2011,0.0,0.0,0.0,5.9,2.62,0.0
20200302:2111,0.0,0.0,0.0,5.57,2.21,0.0
20200302:2211,0.0,0.0,0.0,5.2,1.86,0.0
20200302:2311,0.0,0.0,0.0,4.95,1.66,0.0
20200303:0011,0.0,0.0,0.0,4.77,1.59,0.0
20200303:0111,0.0,0.0,0.0,4.5,1.45,0.0
20200303:0211,0.0,0.0,0.0,4.32,1.24,0.0
20200303:0311,0.0,0.0,0.0,4.1,0.97,0.0
20200303:0411,0.0,0.0,0.0,3.68,0.97,0.0
20200303:0511,0.0,0.0,0.0,3.62,0.76,0.0
20200303:0611,0.0,0.0,0.0,4.07,0.14,0.0
20200303:0711,92840.0,125.48,9.81,3.69,1.17,0.0
20200303:0811,143800.0,180.01,17.57,4.67,2.07,0.0
20200303:0911,88500.0,117.28,23.97,5.09,3.38,0.0
20200303:1011,181140.0,220.37,28.46,5.18,4.34,0.0
20200303:1111,237080.0,282.47,30.53,5.23,4.69,0.0
20200303:1211,236020.0,281.97,29.9,5.54,5.03,0.0
20200303:1311,248700.0,300.99,26.64,6.29,4.62,0.0
20200303:1411,157030.0,200.14,21.19,7.1,4.07,0.0
20200303:1511,80620.0,123.5,14.09,7.46,3.31,0.0
20200303:1611,21370.0,38.55,5.87,7.02,2.48,0.0
20200303:1711,0.0,0.0,0.0,5.94,2.21,0.0
20200303:1811,0.0,0.0,0.0,4.75,2.28,0.0
20200303:1911,0.0,0.0,0.0,3.87,2.41,0.0
20200303:2011,0.0,0.0,0.0,3.4,2.76,0.0
20200303:2111,0.0,0.0,0.0,2.99,2.76,0.0
20200303:2211,0.0,0.0,0.0,2.64,2.62,0.0
20200303:2311,0.0,0.0,0.0,2.3,2.55,0.0
20200304:0011,0.0,0.0,0.0,2.13,2.41,0.0
20200304:0111,0.0,0.0,0.0,1.96,2.34,0.0
20200304:0211,0.0,0.0,0.0,1.71,2.28,0.0
20200304:0311,0.0,0.0,0.0,1.58,2.28,0.0
20200304:0411,0.0,0.0,0.0,1.43,2.28,0.0
20200304:0511,0.0,0.0,0.0,1.3,2.28,0.0
20200304:0611,0.0,0.0,0.0,1.3,2.21,0.0
20200304:0711,82400.0,110.98,10.16,0.82,2.28,0.0
20200304:0811,174130.0,212.04,17.93,2.47,2.34,0.0
20200304:0911,203880.0,244.87,24.35,4.09,3.45,0.0
20200304:1011,255080.0,302.71,28.85,5.09,3.79,0.0
20200304:1111,407650.0,478.36,30.92,5.95,3.59,0.0
20200304:1211,310140.0,368.69,30.27,6.29,3.52,0.0
20200304:1311,208300.0,254.32,26.99,6.72,3.72,0.0
20200304:1411,136970.0,174.7,21.51,6.96,3.86,0.0
20200304:1511,70130.0,98.39,14.39,6.9,3.1,0.0
20200304:1611,23720.0,41.51,6.16,6.56,2.21,0.0
20200304:1711,0.0,0.0,0.0,5.6,1.86,0.0
20200304:1811,0.0,0.0,0.0,4.48,2.07,0.0
20200304:1911,0.0,0.0,0.0,3.85,2.07,0.0
20200304:2011,0.0,0.0,0.0,3.53,2.21,0.0
20200304:2111,0.0,0.0,0.0,3.24,2.28,0.0
20200304:2211,0.0,0.0,0.0,2.93,2.34,0.0
20200304:2311,0.0,0.0,0.0,2.54,2.21,0.0
20200305:0011,0.0,0.0,0.0,2.2,1.93,0.0
20200305:0111,0.0,0.0,0.0,1.62,1.86,0.0
20200305:0211,0.0,0.0,0.0,1.04,1.79,0.0
20200305:0311,0.0,0.0,0.0,0.42,1.79,0.0
20200305:0411,0.0,0.0,0.0,-0.07,1.79,0.0
20200305:0511,0.0,0.0,0.0,-0.54,1.86,0.0
20200305:0611,0.0,0.0,0.0,-0.74,1.93,0.0
20200305:0711,197950.0,247.74,10.51,0.24,1.72,0.0
20200305:0811,343900.0,407.84,18.29,2.62,1.86,0.0
20200305:0911,358480.0,422.88,24.72,4.95,2.14,0.0
20200305:1011,471310.0,557.77,29.24,6.78,2.48,0.0
20200305:1111,447050.0,530.37,31.31,8.13,3.24,0.0
20200305:1211,333880.0,400.03,30.65,8.84,3.86,0.0
20200305:1311,201110.0,248.56,27.35,9.42,4.14,0.0
20200305:1411,165580.0,212.58,21.84,9.3,3.72,0.0
20200305:1511,88010.0,130.07,14.69,9.09,3.38,0.0
20200305:1611,23490.0,41.51,6.44,8.54,3.17,0.0
20200305:1711,0.0,0.0,0.0,7.83,3.31,0.0
20200305:1811,0.0,0.0,0.0,7.26,3.45,0.0
20200305:1911,0.0,0.0,0.0,7.22,4.07,0.0
20200305:2011,0.0,0.0,0.0,6.9,4.21,0.0
20200305:2111,0.0,0.0,0.0,6.63,4.14,0.0
20200305:2211,0.0,0.0,0.0,6.29,3.93,0.0
20200305:2311,0.0,0.0,0.0,5.7,3.79,0.0
20200306:0011,0.0,0.0,0.0,4.64,3.52,0.0
20200306:0111,0.0,0.0,0.0,3.8,3.24,0.0
20200306:0211,0.0,0.0,0.0,3.6,3.17,0.0
20200306:0311,0.0,0.0,0.0,3.56,3.31,0.0
20200306:0411,0.0,0.0,0.0,3.5,3.38,0.0
20200306:0511,0.0,0.0,0.0,3.43,3.38,0.0
20200306:0611,150.0,5.96,2.22,3.43,3.24,0.0
20200306:0711,49700.0,72.84,10.86,4.09,2.97,0.0
20200306:0811,81760.0,109.44,18.66,4.37,2.62,0.0
20200306:0911,75450.0,102.37,25.1,4.77,3.03,0.0
20200306:1011,67500.0,93.42,29.63,5.1,2.9,0.0
20200306:1111,49290.0,72.55,31.7,5.95,2.76,0.0
20200306:1211,29410.0,48.7,31.02,6.57,1.86,0.0
20200306:1311,88320.0,118.27,27.7,7.0,1.72,0.0
20200306:1411,140510.0,179.47,22.17,7.1,1.86,0.0
20200306:1511,72910.0,101.87,14.99,6.75,1.72,0.0
20200306:1611,10490.0,23.72,6.73,6.23,2.0,0.0
20200306:1711,0.0,0.0,0.0,5.54,2.48,0.0
20200306:1811,0.0,0.0,0.0,4.72,2.76,0.0
20200306:1911,0.0,0.0,0.0,3.53,2.69,0.0
20200306:2011,0.0,0.0,0.0,2.96,3.38,0.0
20200306:2111,0.0,0.0,0.0,2.73,3.31,0.0
20200306:2211,0.0,0.0,0.0,2.8,3.31,0.0
20200306:2311,0.0,0.0,0.0,2.93,3.31,0.0
20200307:0011,0.0,0.0,0.0,3.05,3.52,0.0
20200307:0111,0.0,0.0,0.0,3.18,3.79,0.0
20200307:0211,0.0,0.0,0.0,3.3,4.07,0.0
20200307:0311,0.0,0.0,0.0,3.34,4.28,0.0
20200307:0411,0.0,0.0,0.0,3.32,4.41,0.0
20200307:0511,0.0,0.0,0.0,3.19,4.28,0.0
20200307:0611,0.0,3.98,2.57,2.98,4.14,0.0
20200307:0711,156250.0,197.33,11.22,3.15,4.34,0.0
20200307:0811,108420.0,138.55,19.03,3.64,5.72,0.0
20200307:0911,304210.0,355.22,25.49,4.67,5.45,0.0
20200307:1011,436850.0,506.39,30.02,5.75,5.31,0.0
20200307:1111,306790.0,361.99,32.09,6.69,5.17,0.0
20200307:1211,245400.0,294.82,31.4,7.49,4.97,0.0
20200307:1311,256680.0,310.7,28.05,7.88,5.03,0.0
20200307:1411,188320.0,238.91,22.49,7.63,4.55,0.0
20200307:1511,95680.0,135.25,15.29,7.44,4.69,0.0
20200307:1611,20620.0,37.56,7.01,6.98,3.52,0.0
20200307:1711,0.0,0.0,0.0,6.2,2.62,0.0
20200307:1811,0.0,0.0,0.0,5.32,2.21,0.0
20200307:1911,0.0,0.0,0.0,4.62,2.0,0.0
20200307:2011,0.0,0.0,0.0,4.36,2.0,0.0
20200307:2111,0.0,0.0,0.0,4.12,2.21,0.0
20200307:2211,0.0,0.0,0.0,4.23,2.34,0.0
20200307:2311,0.0,0.0,0.0,4.41,2.41,0.0
20200308:0011,0.0,0.0,0.0,4.5,2.48,0.0
20200308:0111,0.0,0.0,0.0,4.12,2.55,0.0
20200308:0211,0.0,0.0,0.0,3.77,2.76,0.0
20200308:0311,0.0,0.0,0.0,3.67,2.83,0.0
20200308:0411,0.0,0.0,0.0,3.83,2.83,0.0
20200308:0511,0.0,0.0,0.0,4.15,2.83,0.0
20200308:0611,0.0,2.98,2.91,4.52,2.9,0.0
20200308:0711,69050.0,95.85,11.57,4.71,2.97,0.0
20200308:0811,75560.0,102.89,19.4,5.65,2.83,0.0
20200308:0911,196980.0,240.57,25.87,7.49,3.52,0.0
20200308:1011,481220.0,570.02,30.41,9.18,3.79,0.0
20200308:1111,428380.0,511.05,32.48,10.55,4.07,0.0
20200308:1211,275680.0,335.38,31.78,11.43,4.41,0.0
20200308:1311,208360.0,259.11,28.41,11.76,4.48,0.0
20200308:1411,138670.0,179.61,22.82,11.84,4.62,0.0
20200308:1511,83460.0,117.05,15.59,11.49,3.79,0.0
20200308:1611,17250.0,33.6,7.29,10.98,3.31,0.0
20200308:1711,0.0,0.0,0.0,10.12,2.97,0.0
20200308:1811,0.0,0.0,0.0,9.33,2.76,0.0
20200308:1911,0.0,0.0,0.0,8.59,2.69,0.0
20200308:2011,0.0,0.0,0.0,8.05,2.55,0.0
20200308:2111,0.0,0.0,0.0,7.91,2.62,0.0
20200308:2211,0.0,0.0,0.0,7.83,2.62,0.0
20200308:2311,0.0,0.0,0.0,7.85,2.48,0.0
20200309:0011,0.0,0.0,0.0,7.82,2.41,0.0
20200309:0111,0.0,0.0,0.0,7.67,2.41,0.0
20200309:0211,0.0,0.0,0.0,7.36,2.48,0.0
20200309:0311,0.0,0.0,0.0,7.12,2.48,0.0
20200309:0411,0.0,0.0,0.0,6.97,2.48,0.0
20200309:0511,0.0,0.0,0.0,6.97,2.41,0.0
20200309:0611,0.0,3.98,3.26,6.87,2.55,0.0
20200309:0711,11220.0,24.85,11.93,7.32,2.48,0.0
20200309:0811,206640.0,253.1,19.77,7.83,2.83,0.0
20200309:0911,214880.0,261.78,26.26,8.23,3.1,0.0
20200309:1011,340230.0,404.94,30.81,8.9,3.72,0.0
20200309:1111,58510.0,84.48,32.88,9.61,4.21,0.0
20200309:1211,253750.0,308.42,32.16,10.16,4.14,0.0
20200309:1311,119010.0,154.9,28.76,10.48,4.0,0.0
20200309:1411,40870.0,63.61,23.14,10.46,3.72,0.0
20200309:1511,97210.0,147.48,15.89,10.28,3.45,0.0
20200309:1611,15190.0,30.64,7.58,9.61,3.1,0.0
20200309:1711,0.0,0.0,0.0,8.65,2.76,0.0
20200309:1811,0.0,0.0,0.0,7.75,2.76,0.0
20200309:1911,0.0,0.0,0.0,7.18,2.76,0.0
20200309:2011,0.0,0.0,0.0,6.57,2.76,0.0
20200309:2111,0.0,0.0,0.0,6.18,2.9,0.0
20200309:2211,0.0,0.0,0.0,5.67,2.83,0.0
20200309:2311,0.0,0.0,0.0,5.2,2.83,0.0
20200310:0011,0.0,0.0,0.0,4.75,2.83,0.0
20200310:0111,0.0,0.0,0.0,4.51,2.83,0.0
20200310:0211,0.0,0.0,0.0,4.11,2.97,0.0
20200310:0311,0.0,0.0,0.0,3.94,3.17,0.0
20200310:0411,0.0,0.0,0.0,4.23,3.52,0.0
20200310:0511,0.0,0.0,0.0,4.65,3.79,0.0
20200310:0611,150.0,5.96,3.62,4.83,4.07,0.0
20200310:0711,177990.0,222.73,12.29,5.05,4.9,0.0
20200310:0811,118200.0,150.37,20.14,5.2,5.24,0.0
20200310:0911,41150.0,62.61,26.64,5.23,5.24,0.0
20200310:1011,64020.0,89.45,31.2,5.54,4.83,0.0
20200310:1111,96130.0,126.22,33.27,6.11,4.69,0.0
20200310:1211,80010.0,108.33,32.54,6.92,4.62,0.0
20200310:1311,131750.0,167.67,29.11,8.3,5.1,0.0
20200310:1411,59550.0,85.47,23.47,9.05,4.9,0.0
20200310:1511,42060.0,64.6,16.19,8.79,4.9,0.0
20200310:1611,14570.0,29.65,7.86,8.55,4.9,0.0
20200310:1711,0.0,0.0,0.0,9.05,4.97,0.0
20200310:1811,0.0,0.0,0.0,9.81,5.1,0.0
20200310:1911,0.0,0.0,0.0,10.03,5.52,0.0
20200310:2011,0.0,0.0,0.0,10.71,5.86,0.0
20200310:2111,0.0,0.0,0.0,11.11,5.93,0.0
20200310:2211,0.0,0.0,0.0,11.11,6.34,0.0
20200310:2311,0.0,0.0,0.0,11.2,6.76,0.0
20200311:0011,0.0,0.0,0.0,11.14,6.55,0.0
20200311:0111,0.0,0.0,0.0,10.7,5.86,0.0
20200311:0211,0.0,0.0,0.0,10.06,5.86,0.0
20200311:0311,0.0,0.0,0.0,9.28,5.59,0.0
20200311:0411,0.0,0.0,0.0,8.65,4.9,0.0
20200311:0511,0.0,0.0,0.0,7.97,4.21,0.0
20200311:0611,2970.0,11.93,3.97,7.56,3.72,0.0
20200311:0711,96390.0,128.86,12.65,7.67,3.66,0.0
20200311:0811,324110.0,388.41,20.52,8.11,3.17,0.0
20200311:0911,344390.0,408.59,27.03,8.84,4.28,0.0
20200311:1011,384710.0,456.05,31.6,9.43,4.34,0.0
20200311:1111,218210.0,267.69,33.67,10.67,4.76,0.0
20200311:1211,64710.0,92.43,32.91,11.49,4.76,0.0
20200311:1311,180570.0,226.27,29.47,12.02,5.72,0.0
20200311:1411,209540.0,271.06,23.79,12.04,4.21,0.0
20200311:1511,92780.0,155.65,16.49,11.99,3.38,0.0
20200311:1611,34690.0,56.34,8.14,11.99,3.52,0.0
20200311:1711,0.0,0.0,0.0,11.13,3.31,0.0
20200311:1811,0.0,0.0,0.0,10.53,3.38,0.0
20200311:1911,0.0,0.0,0.0,9.52,3.38,0.0
20200311:2011,0.0,0.0,0.0,9.41,3.31,0.0
20200311:2111,0.0,0.0,0.0,9.44,3.66,0.0
20200311:2211,0.0,0.0,0.0,10.0,4.0,0.0
20200311:2311,0.0,0.0,0.0,10.44,4.07,0.0
20200312:0011,0.0,0.0,0.0,10.88,4.28,0.0
20200312:0111,0.0,0.0,0.0,10.65,4.55,0.0
20200312:0211,0.0,0.0,0.0,11.28,6.69,0.0
20200312:0311,0.0,0.0,0.0,11.76,6.9,0.0
20200312:0411,0.0,0.0,0.0,11.57,6.41,0.0
20200312:0511,0.0,0.0,0.0,11.41,7.1,0.0
20200312:0611,0.0,4.97,4.33,11.44,7.45,0.0
20200312:0711,37520.0,59.63,13.02,11.37,7.17,0.0
20200312:0811,385150.0,458.68,20.89,11.05,7.86,0.0
20200312:0911,465250.0,542.8,27.42,9.82,8.69,0.0
20200312:1011,145720.0,183.04,32.0,8.57,7.66,0.0
20200312:1111,533170.0,620.41,34.06,9.32,8.0,0.0
20200312:1211,460970.0,541.64,33.29,9.93,8.28,0.0
20200312:1311,340420.0,409.52,29.82,10.05,8.21,0.0
20200312:1411,220890.0,280.09,24.12,9.95,7.59,0.0
20200312:1511,101500.0,162.46,16.79,9.65,6.9,0.0
20200312:1611,34440.0,55.35,8.42,9.13,6.07,0.0
20200312:1711,0.0,0.0,0.0,8.33,5.1,0.0
20200312:1811,0.0,0.0,0.0,7.48,4.41,0.0
20200312:1911,0.0,0.0,0.0,7.16,3.93,0.0
20200312:2011,0.0,0.0,0.0,6.86,4.34,0.0
20200312:2111,0.0,0.0,0.0,6.44,4.62,0.0
20200312:2211,0.0,0.0,0.0,6.08,4.83,0.0
20200312:2311,0.0,0.0,0.0,5.73,4.62,0.0
20200313:0011,0.0,0.0,0.0,5.48,4.41,0.0
20200313:0111,0.0,0.0,0.0,5.32,4.48,0.0
20200313:0211,0.0,0.0,0.0,5.12,4.69,0.0
20200313:0311,0.0,0.0,0.0,5.07,4.97,0.0
20200313:0411,0.0,0.0,0.0,5.09,5.24,0.0
20200313:0511,0.0,0.0,0.0,5.22,5.52,0.0
20200313:0611,5360.0,15.9,4.68,5.36,5.72,0.0
20200313:0711,215610.0,264.55,13.38,5.24,5.59,0.0
20200313:0811,381290.0,444.75,21.27,5.91,6.41,0.0
20200313:0911,427110.0,491.6,27.81,6.74,9.1,0.0
20200313:1011,222800.0,267.2,32.4,7.26,8.21,0.0
20200313:1111,428070.0,497.9,34.46,8.28,8.07,0.0
20200313:1211,254770.0,304.74,33.67,8.5,8.14,0.0
20200313:1311,264430.0,316.19,30.17,7.69,8.0,0.0
20200313:1411,240690.0,308.56,24.44,8.21,7.72,0.0
20200313:1511,114050.0,159.42,17.09,8.1,6.97,0.0
20200313:1611,26700.0,45.46,8.7,7.89,5.86,0.0
20200313:1711,0.0,0.0,0.0,7.23,5.1,0.0
20200313:1811,0.0,0.0,0.0,6.52,4.76,0.0
20200313:1911,0.0,0.0,0.0,5.57,4.62,0.0
20200313:2011,0.0,0.0,0.0,4.98,4.28,0.0
20200313:2111,0.0,0.0,0.0,4.52,3.93,0.0
20200313:2211,0.0,0.0,0.0,4.17,3.45,0.0
20200313:2311,0.0,0.0,0.0,3.73,2.83,0.0
20200314:0011,0.0,0.0,0.0,3.44,2.21,0.0
20200314:0111,0.0,0.0,0.0,3.23,1.66,0.0
20200314:0211,0.0,0.0,0.0,3.05,1.24,0.0
20200314:0311,0.0,0.0,0.0,2.47,1.1,0.0
20200314:0411,0.0,0.0,0.0,1.67,0.9,0.0
20200314:0511,0.0,0.0,0.0,1.91,0.48,0.0
20200314:0611,29630.0,50.75,5.04,1.54,0.69,0.0
20200314:0711,285340.0,348.68,13.75,2.51,0.69,0.0
20200314:0811,417920.0,493.9,21.65,3.71,1.52,0.0
20200314:0911,506330.0,594.73,28.2,4.26,1.93,0.0
20200314:1011,421780.0,496.75,32.8,5.37,2.0,0.0
20200314:1111,552990.0,656.25,34.86,6.4,2.14,0.0
20200314:1211,497780.0,593.57,34.06,7.23,2.34,0.0
20200314:1311,397230.0,482.29,30.53,7.69,2.62,0.0
20200314:1411,251780.0,325.33,24.76,7.91,2.9,0.0
20200314:1511,105120.0,173.41,17.39,7.78,3.1,0.0
20200314:1611,40390.0,62.27,8.98,7.26,2.9,0.0
20200314:1711,0.0,0.0,0.0,6.19,2.69,0.0
20200314:1811,0.0,0.0,0.0,4.92,2.76,0.0
20200314:1911,0.0,0.0,0.0,4.52,2.83,0.0
20200314:2011,0.0,0.0,0.0,3.9,3.1,0.0
20200314:2111,0.0,0.0,0.0,3.46,3.31,0.0
20200314:2211,0.0,0.0,0.0,3.11,3.45,0.0
20200314:2311,0.0,0.0,0.0,2.83,3.59,0.0
20200315:0011,0.0,0.0,0.0,2.62,3.59,0.0
20200315:0111,0.0,0.0,0.0,2.48,3.52,0.0
20200315:0211,0.0,0.0,0.0,2.42,3.52,0.0
20200315:0311,0.0,0.0,0.0,2.44,3.66,0.0
20200315:0411,0.0,0.0,0.0,2.56,3.79,0.0
20200315:0511,0.0,0.0,0.0,2.72,3.86,0.0
20200315:0611,53780.0,83.28,5.4,2.93,3.86,0.0
20200315:0711,128400.0,162.72,14.11,4.03,3.93,0.0
20200315:0811,252620.0,300.85,22.03,5.76,3.93,0.0
20200315:0911,345430.0,406.98,28.59,7.7,4.48,0.0
20200315:1011,443280.0,522.68,33.2,9.5,4.83,0.0
20200315:1111,510750.0,605.1,35.25,10.82,5.03,0.0
20200315:1211,465560.0,556.2,34.44,11.7,5.17,0.0
20200315:1311,334740.0,408.69,30.88,12.46,5.31,0.0
20200315:1411,237730.0,308.09,25.08,12.77,5.24,0.0
20200315:1511,101760.0,172.94,17.69,12.58,4.55,0.0
20200315:1611,26320.0,46.8,9.26,12.04,3.86,0.0
20200315:1711,0.0,0.0,0.0,10.83,3.38,0.0
20200315:1811,0.0,0.0,0.0,9.42,3.1,0.0
20200315:1911,0.0,0.0,0.0,8.34,3.03,0.0
20200315:2011,0.0,0.0,0.0,7.55,2.9,0.0
20200315:2111,0.0,0.0,0.0,6.84,2.83,0.0
20200315:2211,0.0,0.0,0.0,6.41,2.76,0.0
20200315:2311,0.0,0.0,0.0,5.98,2.69,0.0
20200316:0011,0.0,0.0,0.0,5.84,2.62,0.0
20200316:0111,0.0,0.0,0.0,5.52,2.55,0.0
20200316:0211,0.0,0.0,0.0,5.21,2.41,0.0
20200316:0311,0.0,0.0,0.0,4.94,2.28,0.0
20200316:0411,0.0,0.0,0.0,4.53,2.14,0.0
20200316:0511,0.0,0.0,0.0,4.11,2.14,0.0
20200316:0611,104020.0,148.39,5.76,4.07,2.07,0.0
20200316:0711,281550.0,344.49,14.48,5.75,2.14,0.0
20200316:0811,386280.0,463.64,22.41,8.43,2.0,0.0
20200316:0911,451880.0,544.79,28.99,11.03,2.28,0.0
20200316:1011,530090.0,644.46,33.6,12.83,2.48,0.0
20200316:1111,509400.0,621.74,35.65,14.03,2.76,0.0
20200316:1211,473530.0,581.86,34.82,14.74,2.76,0.0
20200316:1311,374650.0,469.09,31.23,15.11,2.69,0.0
20200316:1411,207700.0,268.71,25.41,15.22,2.9,0.0
20200316:1511,106320.0,176.36,17.98,14.68,2.62,0.0
20200316:1611,24820.0,46.87,9.54,14.05,2.21,0.0
20200316:1711,0.0,0.0,0.0,12.67,1.93,0.0
20200316:1811,0.0,0.0,0.0,11.48,1.93,0.0
20200316:1911,0.0,0.0,0.0,10.43,2.0,0.0
20200316:2011,0.0,0.0,0.0,9.32,1.93,0.0
20200316:2111,0.0,0.0,0.0,8.33,1.66,0.0
20200316:2211,0.0,0.0,0.0,7.35,1.1,0.0
20200316:2311,0.0,0.0,0.0,6.79,1.17,0.0
20200317:0011,0.0,0.0,0.0,5.64,1.59,0.0
20200317:0111,0.0,0.0,0.0,5.2,1.66,0.0
20200317:0211,0.0,0.0,0.0,4.93,1.59,0.0
20200317:0311,0.0,0.0,0.0,4.75,1.38,0.0
20200317:0411,0.0,0.0,0.0,5.48,1.38,0.0
20200317:0511,0.0,0.0,0.0,5.65,1.59,0.0
20200317:0611,65030.0,97.0,6.12,5.87,1.79,0.0
20200317:0711,76710.0,105.4,14.85,7.67,1.86,0.0
20200317:0811,100850.0,133.63,22.79,9.25,2.48,0.0
20200317:0911,521410.0,624.09,29.38,10.43,3.03,0.0
20200317:1011,559150.0,672.08,34.0,11.53,3.24,0.0
20200317:1111,549460.0,661.35,36.05,12.34,3.66,0.0
20200317:1211,483200.0,584.3,35.2,12.95,3.86,0.0
20200317:1311,372630.0,458.56,31.58,13.22,3.72,0.0
20200317:1411,260320.0,342.14,25.73,13.27,3.66,0.0
20200317:1511,115630.0,184.4,18.28,13.04,3.45,0.0
20200317:1611,37630.0,62.72,9.82,12.46,2.69,0.0
20200317:1711,0.0,0.0,0.0,11.26,2.34,0.0
20200317:1811,0.0,0.0,0.0,10.01,2.28,0.0
20200317:1911,0.0,0.0,0.0,9.72,2.07,0.0
20200317:2011,0.0,0.0,0.0,9.39,2.14,0.0
20200317:2111,0.0,0.0,0.0,9.05,2.21,0.0
20200317:2211,0.0,0.0,0.0,8.45,2.34,0.0
20200317:2311,0.0,0.0,0.0,7.83,2.48,0.0
20200318:0011,0.0,0.0,0.0,7.34,2.55,0.0
20200318:0111,0.0,0.0,0.0,6.94,2.55,0.0
20200318:0211,0.0,0.0,0.0,6.61,2.48,0.0
20200318:0311,0.0,0.0,0.0,6.26,2.62,0.0
20200318:0411,0.0,0.0,0.0,6.09,2.76,0.0
20200318:0511,0.0,0.0,0.0,5.93,2.97,0.0
20200318:0611,43200.0,68.1,6.48,6.12,3.1,0.0
20200318:0711,187470.0,233.09,15.22,7.69,3.38,0.0
20200318:0811,368750.0,441.04,23.17,9.67,3.31,0.0
20200318:0911,435860.0,520.23,29.78,11.59,4.14,0.0
20200318:1011,482030.0,577.03,34.41,12.82,4.55,0.0
20200318:1111,519150.0,624.54,36.45,13.83,4.62,0.0
20200318:1211,468540.0,568.06,35.58,14.57,4.55,0.0
20200318:1311,384670.0,475.77,31.93,15.08,4.48,0.0
20200318:1411,252710.0,332.8,26.05,15.33,4.28,0.0
20200318:1511,117130.0,183.13,18.57,15.3,3.86,0.0
20200318:1611,22120.0,47.26,10.09,14.85,2.97,0.0
20200318:1711,0.0,0.0,0.0,13.57,2.55,0.0
20200318:1811,0.0,0.0,0.0,12.24,2.41,0.0
20200318:1911,0.0,0.0,0.0,11.96,2.41,0.0
20200318:2011,0.0,0.0,0.0,11.45,2.55,0.0
20200318:2111,0.0,0.0,0.0,10.94,2.55,0.0
20200318:2211,0.0,0.0,0.0,10.55,2.48,0.0
20200318:2311,0.0,0.0,0.0,10.31,2.34,0.0
20200319:0011,0.0,0.0,0.0,10.43,2.21,0.0
20200319:0111,0.0,0.0,0.0,10.41,2.14,0.0
20200319:0211,0.0,0.0,0.0,10.2,2.07,0.0
20200319:0311,0.0,0.0,0.0,10.02,2.14,0.0
20200319:0411,0.0,0.0,0.0,9.9,2.14,0.0
20200319:0511,0.0,0.0,0.0,9.82,2.14,0.0
20200319:0611,29790.0,50.9,6.84,9.78,2.07,0.0
20200319:0711,111590.0,147.4,15.59,10.4,2.0,0.0
20200319:0811,211830.0,262.18,23.55,10.95,2.14,0.0
20200319:0911,240870.0,295.93,30.17,11.25,2.28,0.0
20200319:1011,214920.0,267.01,34.81,11.56,2.0,0.0
20200319:1111,329240.0,401.85,36.85,12.47,2.34,0.0
20200319:1211,296960.0,364.78,35.95,12.73,2.28,0.0
20200319:1311,381150.0,471.89,32.28,12.87,2.14,0.0
20200319:1411,239160.0,306.92,26.37,12.57,2.28,0.0
20200319:1511,125240.0,171.19,18.86,11.57,2.69,0.0
20200319:1611,42880.0,66.76,10.37,10.26,2.83,0.0
20200319:1711,0.0,0.0,0.0,9.23,2.62,0.0
20200319:1811,0.0,0.0,0.0,8.44,2.34,0.0
20200319:1911,0.0,0.0,0.0,8.25,2.07,0.0
20200319:2011,0.0,0.0,0.0,8.05,1.72,0.0
20200319:2111,0.0,0.0,0.0,7.88,1.45,0.0
20200319:2211,0.0,0.0,0.0,7.74,1.38,0.0
20200319:2311,0.0,0.0,0.0,7.53,1.31,0.0
20200320:0011,0.0,0.0,0.0,7.24,1.45,0.0
20200320:0111,0.0,0.0,0.0,6.87,1.52,0.0
20200320:0211,0.0,0.0,0.0,6.71,1.59,0.0
